WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND,,,,,,,,,,,,
0,8.8,1,0,19.4,170.72,,,,,,,,,,,,
85,8,4.1,0,27.2,892.16,,,,,,,,,,,,
0,3.9,0,0,28.6,0,,,,,,,,,,,,
80,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
60,7.1,3,0,22.6,481.38,,,,,,,,,,,,
34,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
0,2,0,0,8.3,0,,,,,,,,,,,,
0,5.7,0,0,15.7,0,,,,,,,,,,,,
0,6.2,23.4,0,22.2,3220.776,,,,,,,,,,,,
0,4.9,2,0,16.9,165.62,,,,,,,,,,,,
104,5.1,0.8,0,29.8,121.584,,,,,,,,,,,,
0,5.9,0,0,14.4,0,,,,,,,,,,,,
0,4.5,0.5,0,17.6,39.6,,,,,,,,,,,,
72,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
0,4,1.3,0,25.7,133.64,,,,,,,,,,,,
84,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
78,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
0,3.7,0,0,8.7,0,,,,,,,,,,,,
77,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,8,4.1,0,27.2,892.16,,,,,,,,,,,,
0,4,0,0,18.2,0,,,,,,,,,,,,
40,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,3.5,0,0,7.1,0,,,,,,,,,,,,
66,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
0,2.9,0.5,0,29.4,42.63,,,,,,,,,,,,
0,6.4,0,0,30.1,0,,,,,,,,,,,,
0,3.7,0,0,21.6,0,,,,,,,,,,,,
46,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
0,2.6,0,0,-3.8,0,,,,,,,,,,,,
0,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
0,3.4,0,0,32.3,0,,,,,,,,,,,,
92,3.4,3,0,28,285.6,,,,,,,,,,,,
142,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
51,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,2.2,0,0,29.7,0,,,,,,,,,,,,
0,3.3,19.8,0,6.7,437.778,,,,,,,,,,,,
0,6.6,0,0,19.4,0,,,,,,,,,,,,
0,2.3,0,0,29.6,0,,,,,,,,,,,,
0,5.9,0,0,27.8,0,,,,,,,,,,,,
174,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
46,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
0,6,0,0,21.7,0,,,,,,,,,,,,
0,6.4,0,0,13.7,0,,,,,,,,,,,,
0,4.1,0,0,28.8,0,,,,,,,,,,,,
0,4.1,0,0,33.3,0,,,,,,,,,,,,
37,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
102,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
0,3.9,0,0,31.4,0,,,,,,,,,,,,
0,4.2,0,0,10,0,,,,,,,,,,,,
46,8.4,0,0,16,0,,,,,,,,,,,,
41,2.1,2,0,27.4,115.08,,,,,,,,,,,,
50,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
89,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
0,2.4,0,0,13.6,0,,,,,,,,,,,,
47,3.6,0,0,28.7,0,,,,,,,,,,,,
143,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
47,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
39,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
0,3.5,0,0,23.8,0,,,,,,,,,,,,
0,2.7,0,0,6.8,0,,,,,,,,,,,,
90,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
0,4.1,0,0,33.3,0,,,,,,,,,,,,
0,5,14.5,0,16.4,1189,,,,,,,,,,,,
0,5.9,0,0,29.3,0,,,,,,,,,,,,
0,5.1,0,0,8.2,0,,,,,,,,,,,,
0,5.6,0,0,22.6,0,,,,,,,,,,,,
85,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,3.2,0,0,17.9,0,,,,,,,,,,,,
107,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
56,3.6,10.2,0,26.3,965.736,,,,,,,,,,,,
144,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
0,2.6,0,0,31.4,0,,,,,,,,,,,,
0,3.4,0,0,23.1,0,,,,,,,,,,,,
93,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
0,3.2,28.4,0,19.7,1790.336,,,,,,,,,,,,
0,3.4,3,0,28,285.6,,,,,,,,,,,,
0,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
0,3.7,0,0,13.2,0,,,,,,,,,,,,
96,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
53,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
0,5.5,0,0,28.2,0,,,,,,,,,,,,
80,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
210,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
0,4.8,2,0,15.6,149.76,,,,,,,,,,,,
0,4.6,0,0,10.2,0,,,,,,,,,,,,
0,6.1,0.3,0,25.9,47.397,,,,,,,,,,,,
38,5.1,0.8,0,29.8,121.584,,,,,,,,,,,,
51,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
278,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,7,0,0,27.7,0,,,,,,,,,,,,
0,3.9,1.5,0,11,64.35,,,,,,,,,,,,
0,4,0.3,0,15.3,18.36,,,,,,,,,,,,
54,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
257,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
147,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
0,4.6,0,0,29.1,0,,,,,,,,,,,,
0,4.5,0,0,33.5,0,,,,,,,,,,,,
59,2.9,0,0,30.1,0,,,,,,,,,,,,
47,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
0,2.8,0,0,6.2,0,,,,,,,,,,,,
0,4.6,0.8,0,25.4,93.472,,,,,,,,,,,,
85,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
93,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
90,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
0,5.8,0,0,9.7,0,,,,,,,,,,,,
43,8,4.1,0,27.2,892.16,,,,,,,,,,,,
39,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
51,7.6,4.8,0,8.4,306.432,,,,,,,,,,,,
0,3.2,28.4,0,19.7,1790.336,,,,,,,,,,,,
0,6.7,0,0,30.9,0,,,,,,,,,,,,
0,6,0,0,32.2,0,,,,,,,,,,,,
80,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
55,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,2.9,0,0,2.7,0,,,,,,,,,,,,
41,5.3,9.7,0,28.7,1475.467,,,,,,,,,,,,
51,7.2,3.8,0,26.5,725.04,,,,,,,,,,,,
82,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
0,3.4,3,0,28,285.6,,,,,,,,,,,,
39,3,8.9,0,31.3,835.71,,,,,,,,,,,,
130,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
32,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
62,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,2.6,0,0,25,0,,,,,,,,,,,,
0,4.3,0,0,15.9,0,,,,,,,,,,,,
0,5.5,0,0,20,0,,,,,,,,,,,,
0,3.5,0,0,23,0,,,,,,,,,,,,
30,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,5,2.8,0,26.7,373.8,,,,,,,,,,,,
0,3.4,0,0,23.1,0,,,,,,,,,,,,
0,3.8,0,0,22.2,0,,,,,,,,,,,,
0,7.1,3,0,22.6,481.38,,,,,,,,,,,,
35,5.1,0.8,0,29.8,121.584,,,,,,,,,,,,
0,6.2,0,0,31.7,0,,,,,,,,,,,,
0,4.2,0,0,29,0,,,,,,,,,,,,
207,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
90,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
92,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
70,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
94,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
39,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
153,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
171,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,4.8,0,0,17.6,0,,,,,,,,,,,,
0,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
0,3.9,0,0,13.9,0,,,,,,,,,,,,
0,3.3,0,0,15.4,0,,,,,,,,,,,,
35,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,8.4,0,0,31,0,,,,,,,,,,,,
44,5.3,0,0,16.2,0,,,,,,,,,,,,
0,7.9,0,0,10.2,0,,,,,,,,,,,,
0,3.3,0,0,21.9,0,,,,,,,,,,,,
82,5.9,0,0,16.3,0,,,,,,,,,,,,
50,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
218,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
0,4.3,4.6,0,20.1,397.578,,,,,,,,,,,,
36,3,8.9,0,31.3,835.71,,,,,,,,,,,,
0,3.2,0,0,18.2,0,,,,,,,,,,,,
0,3.2,0,0,3.5,0,,,,,,,,,,,,
43,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
94,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
30,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
222,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,7.2,3.8,0,26.5,725.04,,,,,,,,,,,,
80,3,8.9,0,31.3,835.71,,,,,,,,,,,,
0,3,0,0,28.4,0,,,,,,,,,,,,
0,3.2,0,0,18.2,0,,,,,,,,,,,,
134,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
63,8,4.1,0,27.2,892.16,,,,,,,,,,,,
0,3,0,0,29.2,0,,,,,,,,,,,,
0,2.6,1.5,0,19.1,74.49,,,,,,,,,,,,
80,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
0,3.9,0,0,13.9,0,,,,,,,,,,,,
0,3,2,0,26.4,158.4,,,,,,,,,,,,
84,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
0,6.8,0,0,16.4,0,,,,,,,,,,,,
0,3.2,28.4,0,19.7,1790.336,,,,,,,,,,,,
0,6.8,0,0,18.5,0,,,,,,,,,,,,
0,4.5,0,0,16.6,0,,,,,,,,,,,,
0,3.9,0,0,31.4,0,,,,,,,,,,,,
0,3.9,0,0,28.6,0,,,,,,,,,,,,
91,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
39,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
33,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
36,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
30,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
39,3.6,10.2,0,26.3,965.736,,,,,,,,,,,,
76,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
0,6.5,0,0,30.4,0,,,,,,,,,,,,
0,3.2,0,0,17.9,0,,,,,,,,,,,,
0,4.3,0,0,30.6,0,,,,,,,,,,,,
0,2.9,0,0,30.3,0,,,,,,,,,,,,
0,2.5,0,0,28.5,0,,,,,,,,,,,,
0,6.8,0,0,21.1,0,,,,,,,,,,,,
628,2.4,0,0,15,0,,,,,,,,,,,,
46,2.1,2,0,27.4,115.08,,,,,,,,,,,,
0,6.8,0,0,16.4,0,,,,,,,,,,,,
57,3.6,0,0,28.7,0,,,,,,,,,,,,
0,5.2,0,0,16.3,0,,,,,,,,,,,,
0,4.8,0,0,16.4,0,,,,,,,,,,,,
0,7.4,0,0,17.3,0,,,,,,,,,,,,
0,2.7,0,0,15.1,0,,,,,,,,,,,,
110,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
38,2.6,0,0,31.4,0,,,,,,,,,,,,
32,3.4,3,0,28,285.6,,,,,,,,,,,,
40,3.4,3,0,28,285.6,,,,,,,,,,,,
55,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,3.8,0,0,32.9,0,,,,,,,,,,,,
40,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
0,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
0,5,0,0,29.2,0,,,,,,,,,,,,
264,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,3.8,0,0,23,0,,,,,,,,,,,,
0,3.2,0,0,3.5,0,,,,,,,,,,,,
36,3.6,10.2,0,26.3,965.736,,,,,,,,,,,,
0,5.6,0,0,13.4,0,,,,,,,,,,,,
0,3,17,0,23.9,1218.9,,,,,,,,,,,,
31,5.3,9.7,0,28.7,1475.467,,,,,,,,,,,,
39,7.6,4.8,0,8.4,306.432,,,,,,,,,,,,
40,2.6,0,0,31.4,0,,,,,,,,,,,,
55,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
95,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
105,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
0,3.9,0,0,31.4,0,,,,,,,,,,,,
88,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
59,7.1,3,0,22.6,481.38,,,,,,,,,,,,
33,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
202,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
53,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
35,3,8.9,0,31.3,835.71,,,,,,,,,,,,
39,2.9,0,0,30.1,0,,,,,,,,,,,,
107,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
38,8,4.1,0,27.2,892.16,,,,,,,,,,,,
245,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
113,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,2.9,0.5,0,29.4,42.63,,,,,,,,,,,,
0,2.5,0,0,6.7,0,,,,,,,,,,,,
0,2.2,1.3,0,8.2,23.452,,,,,,,,,,,,
60,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,4.6,0.8,0,25.4,93.472,,,,,,,,,,,,
0,4,0,0,18.2,0,,,,,,,,,,,,
0,2.2,0,0,22.6,0,,,,,,,,,,,,
45,3.6,10.2,0,26.3,965.736,,,,,,,,,,,,
85,2.9,0,0,30.1,0,,,,,,,,,,,,
0,4.9,0,0,22.9,0,,,,,,,,,,,,
44,3.9,2,0,25.9,202.02,,,,,,,,,,,,
0,7,0,0,28.6,0,,,,,,,,,,,,
103,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,2.2,0,0,19.9,0,,,,,,,,,,,,
92,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
51,5.3,9.7,0,28.7,1475.467,,,,,,,,,,,,
48,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,4.6,0,0,30.6,0,,,,,,,,,,,,
0,5.7,0,0,4.2,0,,,,,,,,,,,,
0,6.4,0,0,19.2,0,,,,,,,,,,,,
37,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
0,4,0,0,18.2,0,,,,,,,,,,,,
53,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
95,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
118,7.2,3.8,0,26.5,725.04,,,,,,,,,,,,
231,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
163,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,4.2,0,0,18.6,0,,,,,,,,,,,,
58,7.2,0,0,21.7,0,,,,,,,,,,,,
40,3.6,10.2,0,26.3,965.736,,,,,,,,,,,,
46,7.6,0,0,-4.6,0,,,,,,,,,,,,
137,5.1,0.8,0,29.8,121.584,,,,,,,,,,,,
0,5.6,0,0,16.9,0,,,,,,,,,,,,
214,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
0,6.2,7.9,0,26.1,1278.378,,,,,,,,,,,,
0,3.5,0,0,23,0,,,,,,,,,,,,
61,7.2,3.8,0,26.5,725.04,,,,,,,,,,,,
58,2.6,0,0,31.4,0,,,,,,,,,,,,
184,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
32,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
0,5.2,0,0,24,0,,,,,,,,,,,,
0,3.8,0,0,32.9,0,,,,,,,,,,,,
36,3.4,3,0,28,285.6,,,,,,,,,,,,
59,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
38,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
0,8.4,0,0,22.4,0,,,,,,,,,,,,
200,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
38,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
59,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
0,8.1,2,0,31.6,511.92,,,,,,,,,,,,
64,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
94,7.6,4.8,0,8.4,306.432,,,,,,,,,,,,
32,7.1,3,0,22.6,481.38,,,,,,,,,,,,
72,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,2.8,0,0,20.1,0,,,,,,,,,,,,
162,5.9,0,0,16.3,0,,,,,,,,,,,,
0,2.2,0,0,22.6,0,,,,,,,,,,,,
0,2.2,0,0,12.7,0,,,,,,,,,,,,
0,5,0,0,20.3,0,,,,,,,,,,,,
80,10.3,10.7,0,21.8,2402.578,,,,,,,,,,,,
84,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
0,5.4,0,0,10.6,0,,,,,,,,,,,,
0,2.4,3.6,0,9.8,84.672,,,,,,,,,,,,
0,7.8,18.5,0,26.1,3766.23,,,,,,,,,,,,
56,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
65,5.1,21.3,0,28.6,3106.818,,,,,,,,,,,,
36,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
33,3,8.9,0,31.3,835.71,,,,,,,,,,,,
109,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
209,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
46,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
69,8,4.1,0,27.2,892.16,,,,,,,,,,,,
49,3.6,10.2,0,26.3,965.736,,,,,,,,,,,,
55,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
0,3.2,0,0,3.5,0,,,,,,,,,,,,
0,5.4,0,0,29.2,0,,,,,,,,,,,,
43,7.6,4.8,0,8.4,306.432,,,,,,,,,,,,
0,6,0,0,32.2,0,,,,,,,,,,,,
0,6.8,0,0,16.4,0,,,,,,,,,,,,
54,6.9,20.6,0,20.1,2857.014,,,,,,,,,,,,
0,3.3,0,0,18.3,0,,,,,,,,,,,,
0,3.9,0,0,31.4,0,,,,,,,,,,,,
226,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
121,7.8,18.5,0,26.1,3766.23,,,,,,,,,,,,
35,8.1,2,0,31.6,511.92,,,,,,,,,,,,
0,5,0,0,9.4,0,,,,,,,,,,,,
0,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
59,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
38,8,4.1,0,27.2,892.16,,,,,,,,,,,,
30,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
0,3.3,0,0,15.4,0,,,,,,,,,,,,
31,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
62,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,6.3,0,0,31.1,0,,,,,,,,,,,,
0,2.7,0,0,6.8,0,,,,,,,,,,,,
0,3.6,1,0,17.3,62.28,,,,,,,,,,,,
69,4.7,20.8,0,33.7,3294.512,,,,,,,,,,,,
109,7.2,3.8,0,26.5,725.04,,,,,,,,,,,,
0,5,14.5,0,16.4,1189,,,,,,,,,,,,
36,7.1,3,0,22.6,481.38,,,,,,,,,,,,
46,5.9,14.7,0,21.7,1882.041,,,,,,,,,,,,
78,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
135,5,14.5,0,16.4,1189,,,,,,,,,,,,
0,2.6,0,0,25,0,,,,,,,,,,,,
0,6.8,0,0,16.4,0,,,,,,,,,,,,
0,6.7,0,0,24.9,0,,,,,,,,,,,,
0,4.7,0,0,23.2,0,,,,,,,,,,,,
0,4.5,0,0,16.6,0,,,,,,,,,,,,
0,8.4,0,0,22.4,0,,,,,,,,,,,,
81,4.2,10.9,0,29.7,1359.666,,,,,,,,,,,,
112,3.5,53.3,0,25.3,4719.715,,,,,,,,,,,,
0,6.1,41.7,0,22.4,5697.888,,,,,,,,,,,,
0,4.2,0,0,29.8,0,,,,,,,,,,,,
64,5.9,0,0,16.3,0,,,,,,,,,,,,
45,3,8.9,0,31.3,835.71,,,,,,,,,,,,
152,2.6,0,0,31.4,0,,,,,,,,,,,,
68,5.9,14.7,0,21.7,1882.041,,,,,,,,,,,,
0,1.9,0,0,24.4,0,,,,,,,,,,,,
62,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
0,1.9,0,0,24.4,0,,,,,,,,,,,,
0,3.2,0,0,3.5,0,,,,,,,,,,,,
34,5.1,0.8,0,29.8,121.584,,,,,,,,,,,,
0,3.8,0,0,23,0,,,,,,,,,,,,
117,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
204,3,8.9,0,31.3,835.71,,,,,,,,,,,,
0,5.3,15.2,0,16.5,1329.24,,,,,,,,,,,,
0,3.9,12.2,0,17.4,827.892,,,,,,,,,,,,
0,5.3,0,0,20.9,0,,,,,,,,,,,,
62,2.9,3.6,0,25.7,268.308,,,,,,,,,,,,
48,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
51,8,4.1,0,27.2,892.16,,,,,,,,,,,,
33,4.7,24.6,0,18.5,2138.97,,,,,,,,,,,,
0,5.2,0,0,24,0,,,,,,,,,,,,
0,4.2,0,0,29,0,,,,,,,,,,,,
0,6.7,0,0,24.9,0,,,,,,,,,,,,
64,7.2,3.8,0,26.5,725.04,,,,,,,,,,,,
0,2.1,0,0,17.5,0,,,,,,,,,,,,
180,4.6,1.8,0,25.3,209.484,,,,,,,,,,,,
118,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
0,3.7,0,0,8.7,0,,,,,,,,,,,,
70,6.5,81.3,0,28.3,14955.135,,,,,,,,,,,,
47,4.2,29.5,0,25.4,3147.06,,,,,,,,,,,,
0,5.4,0,0,29.2,0,,,,,,,,,,,,
0,4.2,0,0,29.8,0,,,,,,,,,,,,
55,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,4.8,0,0,17.6,0,,,,,,,,,,,,
0,3.4,3,0,28,285.6,,,,,,,,,,,,
0,3.9,0,0,28.6,0,,,,,,,,,,,,
38,5.3,9.7,0,28.7,1475.467,,,,,,,,,,,,
0,7.6,0,0,31.2,0,,,,,,,,,,,,
36,2.5,29.2,0,24.4,1781.2,,,,,,,,,,,,
34,3,8.9,0,31.3,835.71,,,,,,,,,,,,
0,4.6,8.9,0,19.6,802.424,,,,,,,,,,,,
0,3.8,0,0,24,0,,,,,,,,,,,,
40,6.2,23.4,0,22.2,3220.776,,,,,,,,,,,,
0,7.2,0,0,3.3,0,,,,,,,,,,,,
50,8,4.1,0,27.2,892.16,,,,,,,,,,,,
95,3,46.2,0,23.4,3243.24,,,,,,,,,,,,
0,8.3,0,0,30.6,0,,,,,,,,,,,,
0,3.8,0,0,29.3,0,,,,,,,,,,,,
0,2.9,0,0,26.5,0,,,,,,,,,,,,
61,5.7,40.6,0,20.2,4674.684,,,,,,,,,,,,
